from	to	source	database	from_index	to_index
HLA-G	LILRB1	ramilowski_known	ramilowski	L	R
HSP90B1	LRP1	ramilowski_known	ramilowski	L	R
HSPG2	PTPRS	ramilowski_known	ramilowski	L	R
IAPP	CALCR	ramilowski_known	ramilowski	L	R
ICAM1	ITGAL	ramilowski_known	ramilowski	L	R
ICAM1	ITGAX	ramilowski_known	ramilowski	L	R
ICAM1	ITGB2	ramilowski_known	ramilowski	L	LR
ICAM2	ITGAL	ramilowski_known	ramilowski	L	R
ICAM2	ITGB2	ramilowski_known	ramilowski	L	LR
ICAM3	ITGAL	ramilowski_known	ramilowski	LR	R
ICAM3	ITGB2	ramilowski_known	ramilowski	LR	LR
ICAM4	ITGA2B	ramilowski_known	ramilowski	L	R
ICAM4	ITGAL	ramilowski_known	ramilowski	L	R
ICAM4	ITGAM	ramilowski_known	ramilowski	L	R
ICAM4	ITGAV	ramilowski_known	ramilowski	L	LR
ICAM4	ITGB2	ramilowski_known	ramilowski	L	LR
ICAM4	ITGB3	ramilowski_known	ramilowski	L	R
ICAM5	ITGAL	ramilowski_known	ramilowski	L	R
ICAM5	ITGB2	ramilowski_known	ramilowski	L	LR
IFNA10	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA10	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA13	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA13	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA14	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA14	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA16	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA16	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA17	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA17	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA1	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA1	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA21	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA21	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA2	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA2	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA4	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA4	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA5	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA5	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA6	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA6	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA7	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA7	IFNAR2	ramilowski_known	ramilowski	L	R
IFNA8	IFNAR1	ramilowski_known	ramilowski	L	R
IFNA8	IFNAR2	ramilowski_known	ramilowski	L	R
IFNB1	IFNAR1	ramilowski_known	ramilowski	L	R
IFNB1	IFNAR2	ramilowski_known	ramilowski	L	R
IFNG	IFNGR1	ramilowski_known	ramilowski	L	R
IFNG	IFNGR2	ramilowski_known	ramilowski	L	R
IFNL1	IFNLR1	ramilowski_known	ramilowski	L	R
IFNL1	IL10RB	ramilowski_known	ramilowski	L	R
IFNL2	IFNLR1	ramilowski_known	ramilowski	L	R
IFNL2	IL10RB	ramilowski_known	ramilowski	L	R
IFNL3	IFNLR1	ramilowski_known	ramilowski	L	R
IFNL3	IL10RB	ramilowski_known	ramilowski	L	R
IFNW1	IFNAR1	ramilowski_known	ramilowski	L	R
IFNW1	IFNAR2	ramilowski_known	ramilowski	L	R
IGF1	IGF1R	ramilowski_known	ramilowski	L	R
IGF2	IGF1R	ramilowski_known	ramilowski	L	R
IGF2	IGF2R	ramilowski_known	ramilowski	L	R
IGF2	INSR	ramilowski_known	ramilowski	L	R
IHH	HHIP	ramilowski_known	ramilowski	L	R
IHH	PTCH1	ramilowski_known	ramilowski	L	R
IL10	IL10RA	ramilowski_known	ramilowski	L	R
IL10	IL10RB	ramilowski_known	ramilowski	L	R
IL11	IL11RA	ramilowski_known	ramilowski	L	R
IL11	IL6ST	ramilowski_known	ramilowski	L	R
IL12A	IL12RB1	ramilowski_known	ramilowski	L	R
IL12A	IL12RB2	ramilowski_known	ramilowski	L	R
IL12B	IL12RB1	ramilowski_known	ramilowski	L	R
IL12B	IL12RB2	ramilowski_known	ramilowski	L	R
IL13	IL13RA1	ramilowski_known	ramilowski	L	R
IL13	IL13RA2	ramilowski_known	ramilowski	L	R
IL13	IL2RG	ramilowski_known	ramilowski	L	R
IL13	IL4R	ramilowski_known	ramilowski	L	R
IL15	IL15RA	ramilowski_known	ramilowski	L	R
IL15	IL2RB	ramilowski_known	ramilowski	L	R
IL15	IL2RG	ramilowski_known	ramilowski	L	R
IL16	CD4	ramilowski_known	ramilowski	L	R
IL17A	IL17RA	ramilowski_known	ramilowski	L	R
IL17B	IL17RB	ramilowski_known	ramilowski	L	R
IL18	IL18R1	ramilowski_known	ramilowski	L	R
IL18	IL18RAP	ramilowski_known	ramilowski	L	R
IL18	IL1RAPL1	ramilowski_known	ramilowski	L	LR
IL19	IL20RA	ramilowski_known	ramilowski	L	R
IL19	IL20RB	ramilowski_known	ramilowski	L	R
IL1A	IL1R1	ramilowski_known	ramilowski	L	R
IL1A	IL1R2	ramilowski_known	ramilowski	L	R
IL1B	IL1R1	ramilowski_known	ramilowski	L	R
IL1B	IL1R2	ramilowski_known	ramilowski	L	R
IL1B	IL1RAP	ramilowski_known	ramilowski	L	R
IL1RN	IL1R1	ramilowski_known	ramilowski	L	R
IL1RN	IL1R2	ramilowski_known	ramilowski	L	R
IL20	IL20RA	ramilowski_known	ramilowski	L	R
IL20	IL20RB	ramilowski_known	ramilowski	L	R
IL20	IL22RA1	ramilowski_known	ramilowski	L	R
IL21	IL21R	ramilowski_known	ramilowski	L	R
IL21	IL2RG	ramilowski_known	ramilowski	L	R
IL22	IL10RA	ramilowski_known	ramilowski	L	R
IL22	IL22RA1	ramilowski_known	ramilowski	L	R
IL22	IL22RA2	ramilowski_known	ramilowski	L	R
IL23A	IL12RB1	ramilowski_known	ramilowski	L	R
IL23A	IL23R	ramilowski_known	ramilowski	L	R
IL24	IL20RA	ramilowski_known	ramilowski	L	R
IL24	IL20RB	ramilowski_known	ramilowski	L	R
IL24	IL22RA1	ramilowski_known	ramilowski	L	R
IL25	IL17RB	ramilowski_known	ramilowski	L	R
IL2	IL2RA	ramilowski_known	ramilowski	L	R
IL2	IL2RB	ramilowski_known	ramilowski	L	R
IL2	IL2RG	ramilowski_known	ramilowski	L	R
IL31	IL31RA	ramilowski_known	ramilowski	L	R
IL31	OSMR	ramilowski_known	ramilowski	L	R
IL3	CSF2RB	ramilowski_known	ramilowski	L	R
IL3	IL3RA	ramilowski_known	ramilowski	L	R
IL4	IL13RA1	ramilowski_known	ramilowski	L	R
IL4	IL2RG	ramilowski_known	ramilowski	L	R
IL4	IL4R	ramilowski_known	ramilowski	L	R
IL5	CSF2RB	ramilowski_known	ramilowski	L	R
IL5	IL5RA	ramilowski_known	ramilowski	L	R
IL6	IL6R	ramilowski_known	ramilowski	L	R
IL6	IL6ST	ramilowski_known	ramilowski	L	R
IL7	IL2RG	ramilowski_known	ramilowski	L	R
IL7	IL7R	ramilowski_known	ramilowski	L	R
IL9	IL2RG	ramilowski_known	ramilowski	L	R
IL9	IL9R	ramilowski_known	ramilowski	L	R
INHA	ACVR1	ramilowski_known	ramilowski	L	R
INHA	ACVR1B	ramilowski_known	ramilowski	L	R
INHA	ACVR2A	ramilowski_known	ramilowski	L	R
INHA	ACVR2B	ramilowski_known	ramilowski	L	R
INHA	TGFBR3	ramilowski_known	ramilowski	L	R
INHBA	ACVR1	ramilowski_known	ramilowski	L	R
INHBA	ACVR1B	ramilowski_known	ramilowski	L	R
INHBA	ACVR2A	ramilowski_known	ramilowski	L	R
INHBA	ACVR2B	ramilowski_known	ramilowski	L	R
INHBA	BAMBI	ramilowski_known	ramilowski	L	R
INHBB	ACVR1	ramilowski_known	ramilowski	L	R
INHBB	ACVR1B	ramilowski_known	ramilowski	L	R
INHBB	ACVR2A	ramilowski_known	ramilowski	L	R
INHBB	ACVR2B	ramilowski_known	ramilowski	L	R
INHBC	ACVR1	ramilowski_known	ramilowski	L	R
INHBC	ACVR1B	ramilowski_known	ramilowski	L	R
INHBC	ACVR2A	ramilowski_known	ramilowski	L	R
INHBC	ACVR2B	ramilowski_known	ramilowski	L	R
INSL3	RXFP2	ramilowski_known	ramilowski	L	R
INSL5	RXFP3	ramilowski_known	ramilowski	L	R
INSL5	RXFP4	ramilowski_known	ramilowski	L	R
INS	INSR	ramilowski_known	ramilowski	L	R
JAG1	NOTCH1	ramilowski_known	ramilowski	L	R
JAG1	NOTCH2	ramilowski_known	ramilowski	L	R
JAG1	NOTCH3	ramilowski_known	ramilowski	L	R
JAG1	NOTCH4	ramilowski_known	ramilowski	L	R
JAG2	NOTCH1	ramilowski_known	ramilowski	L	R
JAG2	NOTCH2	ramilowski_known	ramilowski	L	R
JAG2	NOTCH3	ramilowski_known	ramilowski	L	R
JAG2	NOTCH4	ramilowski_known	ramilowski	L	R
KISS1	KISS1R	ramilowski_known	ramilowski	L	R
KITLG	KIT	ramilowski_known	ramilowski	L	R
KNG1	BDKRB1	ramilowski_known	ramilowski	L	R
KNG1	BDKRB2	ramilowski_known	ramilowski	L	R
KNG1	GPR135	ramilowski_known	ramilowski	L	R
LAMA1	ITGA7	ramilowski_known	ramilowski	L	R
LAMA1	ITGB1	ramilowski_known	ramilowski	L	R
LAMA1	ITGB8	ramilowski_known	ramilowski	L	R
LAMA1	RPSA	ramilowski_known	ramilowski	L	R
LAMA2	ITGA7	ramilowski_known	ramilowski	L	R
LAMA2	ITGB1	ramilowski_known	ramilowski	L	R
LAMA2	RPSA	ramilowski_known	ramilowski	L	R
LAMB1	ITGA6	ramilowski_known	ramilowski	L	R
LAMB1	ITGB1	ramilowski_known	ramilowski	L	R
LAMB2	RPSA	ramilowski_known	ramilowski	L	R
LAMC2	ITGA3	ramilowski_known	ramilowski	L	R
LAMC2	ITGA6	ramilowski_known	ramilowski	L	R
LAMC2	ITGB1	ramilowski_known	ramilowski	L	R
LAMC2	ITGB4	ramilowski_known	ramilowski	L	R
LEFTY2	ACVR2B	ramilowski_known	ramilowski	L	R
LEP	LEPR	ramilowski_known	ramilowski	L	R
LHB	LHCGR	ramilowski_known	ramilowski	L	R
LIF	IL6ST	ramilowski_known	ramilowski	L	R
LIF	LIFR	ramilowski_known	ramilowski	L	R
LIPH	LPAR1	ramilowski_known	ramilowski	L	R
LIPH	LPAR2	ramilowski_known	ramilowski	L	R
LIPH	LPAR4	ramilowski_known	ramilowski	L	R
LRPAP1	LRP1	ramilowski_known	ramilowski	L	R
LTA	LTBR	ramilowski_known	ramilowski	L	R
LTA	TNFRSF14	ramilowski_known	ramilowski	L	LR
LTA	TNFRSF1A	ramilowski_known	ramilowski	L	R
LTA	TNFRSF1B	ramilowski_known	ramilowski	L	R
LTB	CD40	ramilowski_known	ramilowski	L	R
LTB	LTBR	ramilowski_known	ramilowski	L	R
LTF	LRP1	ramilowski_known	ramilowski	L	R
LTF	LRP11	ramilowski_known	ramilowski	L	R
MADCAM1	ITGA4	ramilowski_known	ramilowski	L	R
MADCAM1	ITGB7	ramilowski_known	ramilowski	L	R
MDK	ALK	ramilowski_known	ramilowski	L	R
MDK	PTPRB	ramilowski_known	ramilowski	L	R
MDK	PTPRZ1	ramilowski_known	ramilowski	L	LR
MLN	MLNR	ramilowski_known	ramilowski	L	R
MMP13	LRP1	ramilowski_known	ramilowski	L	R
MMP9	LRP1	ramilowski_known	ramilowski	L	R
MST1	MST1R	ramilowski_known	ramilowski	L	R
NAMPT	INSR	ramilowski_known	ramilowski	L	R
NCAM1	ROBO1	ramilowski_known	ramilowski	LR	LR
NCAM1	ROBO3	ramilowski_known	ramilowski	LR	R
NDP	FZD4	ramilowski_known	ramilowski	L	R
NDP	LGR4	ramilowski_known	ramilowski	L	R
NGF	NGFR	ramilowski_known	ramilowski	L	R
NGF	NTRK1	ramilowski_known	ramilowski	L	R
NGF	SORT1	ramilowski_known	ramilowski	L	R
NID1	PTPRF	ramilowski_known	ramilowski	L	R
NLGN1	NRXN1	ramilowski_known	ramilowski	L	R
NLGN1	NRXN3	ramilowski_known	ramilowski	L	R
NLGN2	NRXN1	ramilowski_known	ramilowski	L	R
NLGN2	NRXN2	ramilowski_known	ramilowski	L	R
NLGN2	NRXN3	ramilowski_known	ramilowski	L	R
NLGN3	NRXN1	ramilowski_known	ramilowski	L	R
NLGN3	NRXN2	ramilowski_known	ramilowski	L	R
NLGN3	NRXN3	ramilowski_known	ramilowski	L	R
NMB	GRPR	ramilowski_known	ramilowski	L	R
NMB	NMBR	ramilowski_known	ramilowski	L	R
NMS	NMUR1	ramilowski_known	ramilowski	L	R
NMS	NMUR2	ramilowski_known	ramilowski	L	R
NMU	NMUR1	ramilowski_known	ramilowski	L	R
NMU	NMUR2	ramilowski_known	ramilowski	L	R
NODAL	ACVR1B	ramilowski_known	ramilowski	L	R
NODAL	ACVR1C	ramilowski_known	ramilowski	L	R
NODAL	ACVR2A	ramilowski_known	ramilowski	L	R
NODAL	ACVR2B	ramilowski_known	ramilowski	L	R
NPB	NPBWR1	ramilowski_known	ramilowski	L	R
NPB	NPBWR2	ramilowski_known	ramilowski	L	R
NPFF	NPFFR1	ramilowski_known	ramilowski	L	R
NPFF	NPFFR2	ramilowski_known	ramilowski	L	R
NPNT	ITGA8	ramilowski_known	ramilowski	L	R
NPNT	ITGB1	ramilowski_known	ramilowski	L	R
NPPA	NPR1	ramilowski_known	ramilowski	L	R
NPPA	NPR3	ramilowski_known	ramilowski	L	R
NPPB	NPR1	ramilowski_known	ramilowski	L	R
NPPB	NPR2	ramilowski_known	ramilowski	L	R
NPPB	NPR3	ramilowski_known	ramilowski	L	R
NPPC	NPR2	ramilowski_known	ramilowski	L	R
NPS	NPSR1	ramilowski_known	ramilowski	L	R
NPVF	NPFFR1	ramilowski_known	ramilowski	L	R
NPVF	NPFFR2	ramilowski_known	ramilowski	L	R
NPW	NPBWR1	ramilowski_known	ramilowski	L	R
NPW	NPBWR2	ramilowski_known	ramilowski	L	R
NPY	NPY1R	ramilowski_known	ramilowski	L	R
NPY	NPY2R	ramilowski_known	ramilowski	L	R
NPY	NPY4R	ramilowski_known	ramilowski	L	R
NPY	NPY5R	ramilowski_known	ramilowski	L	R
NPY	PRLHR	ramilowski_known	ramilowski	L	R
NRG1	ERBB2	ramilowski_known	ramilowski	L	R
NRG1	ERBB3	ramilowski_known	ramilowski	L	R
NRG1	ERBB4	ramilowski_known	ramilowski	L	R
NRG2	ERBB3	ramilowski_known	ramilowski	L	R
NRG2	ERBB4	ramilowski_known	ramilowski	L	R
NRG3	ERBB4	ramilowski_known	ramilowski	L	R
NRG4	ERBB4	ramilowski_known	ramilowski	L	R
NRTN	GFRA1	ramilowski_known	ramilowski	L	R
NRTN	GFRA2	ramilowski_known	ramilowski	L	R
NRTN	RET	ramilowski_known	ramilowski	L	R
NTF3	NGFR	ramilowski_known	ramilowski	L	R
NTF3	NTRK1	ramilowski_known	ramilowski	L	R
NTF3	NTRK2	ramilowski_known	ramilowski	L	R
NTF3	NTRK3	ramilowski_known	ramilowski	L	LR
NTF4	NGFR	ramilowski_known	ramilowski	L	R
NTF4	NTRK1	ramilowski_known	ramilowski	L	R
NTF4	NTRK2	ramilowski_known	ramilowski	L	R
NTF4	NTRK3	ramilowski_known	ramilowski	L	LR
NTN1	DCC	ramilowski_known	ramilowski	L	R
NTN1	UNC5C	ramilowski_known	ramilowski	L	R
NTN3	CDON	ramilowski_known	ramilowski	L	R
NTN3	NEO1	ramilowski_known	ramilowski	L	R
NTN4	DCC	ramilowski_known	ramilowski	L	R
NTN4	UNC5A	ramilowski_known	ramilowski	L	R
NTNG1	LRRC4C	ramilowski_known	ramilowski	L	R
NTS	NTSR1	ramilowski_known	ramilowski	L	R
NTS	NTSR2	ramilowski_known	ramilowski	L	R
NUCB2	ERAP1	ramilowski_known	ramilowski	L	R
NXPH1	NRXN1	ramilowski_known	ramilowski	L	R
NXPH1	NRXN2	ramilowski_known	ramilowski	L	R
NXPH1	NRXN3	ramilowski_known	ramilowski	L	R
NXPH3	NRXN1	ramilowski_known	ramilowski	L	R
NXPH3	NRXN2	ramilowski_known	ramilowski	L	R
NXPH3	NRXN3	ramilowski_known	ramilowski	L	R
OMG	LINGO1	ramilowski_known	ramilowski	L	R
OMG	TNFRSF1B	ramilowski_known	ramilowski	L	R
OSM	IL6ST	ramilowski_known	ramilowski	L	R
OSM	LIFR	ramilowski_known	ramilowski	L	R
OSM	OSMR	ramilowski_known	ramilowski	L	R
OSTN	NPR3	ramilowski_known	ramilowski	L	R
OXT	AVPR1A	ramilowski_known	ramilowski	L	R
OXT	AVPR1B	ramilowski_known	ramilowski	L	R
OXT	AVPR2	ramilowski_known	ramilowski	L	R
OXT	OXTR	ramilowski_known	ramilowski	L	R
PDGFA	PDGFRA	ramilowski_known	ramilowski	L	R
PDGFB	PDGFRA	ramilowski_known	ramilowski	L	R
PDGFB	PDGFRB	ramilowski_known	ramilowski	L	R
PDGFC	FLT4	ramilowski_known	ramilowski	L	R
PDGFC	KDR	ramilowski_known	ramilowski	L	R
PDGFC	PDGFRA	ramilowski_known	ramilowski	L	R
PDGFD	PDGFRB	ramilowski_known	ramilowski	L	R
PDYN	OPRD1	ramilowski_known	ramilowski	L	R
PDYN	OPRK1	ramilowski_known	ramilowski	L	R
PDYN	OPRM1	ramilowski_known	ramilowski	L	R
PENK	MRGPRX1	ramilowski_known	ramilowski	L	R
PENK	OGFR	ramilowski_known	ramilowski	L	R
PENK	OPRD1	ramilowski_known	ramilowski	L	R
PENK	OPRM1	ramilowski_known	ramilowski	L	R
PF4	FGFR2	ramilowski_known	ramilowski	L	R
PF4	LDLR	ramilowski_known	ramilowski	L	R
PF4	PROCR	ramilowski_known	ramilowski	L	R
PF4	THBD	ramilowski_known	ramilowski	L	R
PGF	FLT1	ramilowski_known	ramilowski	L	R
PGF	NRP1	ramilowski_known	ramilowski	L	R
PLAT	LRP1	ramilowski_known	ramilowski	L	R
PLAU	LRP1	ramilowski_known	ramilowski	L	R
PLAU	PLAUR	ramilowski_known	ramilowski	L	R
PLG	ITGA9	ramilowski_known	ramilowski	LR	R
PLG	ITGB1	ramilowski_known	ramilowski	LR	R
PMCH	MCHR1	ramilowski_known	ramilowski	L	R
PMCH	MCHR2	ramilowski_known	ramilowski	L	R
PNOC	OPRL1	ramilowski_known	ramilowski	L	R
PODXL2	SELL	ramilowski_known	ramilowski	L	R
POMC	MC1R	ramilowski_known	ramilowski	L	R
POMC	MC2R	ramilowski_known	ramilowski	L	R
POMC	MC3R	ramilowski_known	ramilowski	L	R
POMC	MC4R	ramilowski_known	ramilowski	L	R
POMC	MC5R	ramilowski_known	ramilowski	L	R
POMC	OPRD1	ramilowski_known	ramilowski	L	R
POMC	OPRK1	ramilowski_known	ramilowski	L	R
POMC	OPRM1	ramilowski_known	ramilowski	L	R
PPBP	CXCR1	ramilowski_known	ramilowski	L	R
PPBP	CXCR2	ramilowski_known	ramilowski	L	R
PPY	NPY4R	ramilowski_known	ramilowski	L	R
PPY	NPY5R	ramilowski_known	ramilowski	L	R
PRLH	PRLHR	ramilowski_known	ramilowski	L	R
PRL	PRLR	ramilowski_known	ramilowski	L	R
PRND	RPSA	ramilowski_known	ramilowski	L	R
PROC	PROCR	ramilowski_known	ramilowski	L	R
PROK1	PROKR1	ramilowski_known	ramilowski	L	R
PROK1	PROKR2	ramilowski_known	ramilowski	L	R
PROK2	PROKR1	ramilowski_known	ramilowski	L	R
PROK2	PROKR2	ramilowski_known	ramilowski	L	R
PROS1	AXL	ramilowski_known	ramilowski	L	R
PROS1	TYRO3	ramilowski_known	ramilowski	L	R
PSAP	GPR37	ramilowski_known	ramilowski	L	R
PSAP	GPR37L1	ramilowski_known	ramilowski	L	R
PSAP	LRP1	ramilowski_known	ramilowski	L	R
PSEN1	NCSTN	ramilowski_known	ramilowski	L	R
PSPN	GFRA4	ramilowski_known	ramilowski	L	R
PSPN	RET	ramilowski_known	ramilowski	L	R
PTDSS1	JMJD6	ramilowski_known	ramilowski	L	R
PTDSS1	SCARB1	ramilowski_known	ramilowski	L	R
PTGS2	PTGDR2	ramilowski_known	ramilowski	L	R
PTH2	PTH1R	ramilowski_known	ramilowski	L	R
PTH2	PTH2R	ramilowski_known	ramilowski	L	R
PTHLH	PRLHR	ramilowski_known	ramilowski	L	R
PTHLH	PTH1R	ramilowski_known	ramilowski	L	R
PTHLH	PTH2R	ramilowski_known	ramilowski	L	R
PTH	PTH1R	ramilowski_known	ramilowski	L	R
PTH	PTH2R	ramilowski_known	ramilowski	L	R
PTN	PTPRB	ramilowski_known	ramilowski	L	R
PTN	PTPRZ1	ramilowski_known	ramilowski	L	LR
PYY	NPY1R	ramilowski_known	ramilowski	L	R
PYY	NPY2R	ramilowski_known	ramilowski	L	R
PYY	NPY4R	ramilowski_known	ramilowski	L	R
PYY	NPY5R	ramilowski_known	ramilowski	L	R
QRFP	P2RY14	ramilowski_known	ramilowski	L	R
QRFP	QRFPR	ramilowski_known	ramilowski	L	R
RARRES2	CMKLR1	ramilowski_known	ramilowski	L	R
RARRES2	GPR1	ramilowski_known	ramilowski	L	R
RELN	ITGA3	ramilowski_known	ramilowski	L	R
RELN	ITGB1	ramilowski_known	ramilowski	L	R
RELN	LRP8	ramilowski_known	ramilowski	L	R
RELN	VLDLR	ramilowski_known	ramilowski	L	R
REN	ATP6AP2	ramilowski_known	ramilowski	L	R
RGMA	NEO1	ramilowski_known	ramilowski	L	R
RLN1	RXFP1	ramilowski_known	ramilowski	L	R
RLN1	RXFP2	ramilowski_known	ramilowski	L	R
RLN2	RXFP1	ramilowski_known	ramilowski	L	R
RLN2	RXFP2	ramilowski_known	ramilowski	L	R
RLN3	RXFP1	ramilowski_known	ramilowski	L	R
RLN3	RXFP2	ramilowski_known	ramilowski	L	R
RLN3	RXFP3	ramilowski_known	ramilowski	L	R
RLN3	RXFP4	ramilowski_known	ramilowski	L	R
RPS19	C5AR1	ramilowski_known	ramilowski	L	R
RSPO1	LGR4	ramilowski_known	ramilowski	L	R
RSPO1	LGR5	ramilowski_known	ramilowski	L	R
RSPO1	LGR6	ramilowski_known	ramilowski	L	R
RSPO1	LRP6	ramilowski_known	ramilowski	L	R
RSPO2	LGR4	ramilowski_known	ramilowski	L	R
RSPO2	LGR5	ramilowski_known	ramilowski	L	R
RSPO2	LGR6	ramilowski_known	ramilowski	L	R
RSPO3	LGR4	ramilowski_known	ramilowski	L	R
RSPO3	LGR5	ramilowski_known	ramilowski	L	R
RSPO3	LGR6	ramilowski_known	ramilowski	L	R
RSPO4	LGR4	ramilowski_known	ramilowski	L	R
RSPO4	LGR5	ramilowski_known	ramilowski	L	R
RSPO4	LGR6	ramilowski_known	ramilowski	L	R
RTN4	LINGO1	ramilowski_known	ramilowski	L	R
RTN4	RTN4R	ramilowski_known	ramilowski	L	R
RTN4	TNFRSF19	ramilowski_known	ramilowski	L	R
SAA1	FPR2	ramilowski_known	ramilowski	L	R
SCT	SCTR	ramilowski_known	ramilowski	L	R
SELPLG	SELE	ramilowski_known	ramilowski	L	LR
SELPLG	SELP	ramilowski_known	ramilowski	L	R
SEMA3A	NRP1	ramilowski_known	ramilowski	L	R
SEMA3A	PLXNA1	ramilowski_known	ramilowski	L	R
SEMA3A	PLXNA2	ramilowski_known	ramilowski	L	R
SEMA3A	PLXNA4	ramilowski_known	ramilowski	L	R
SEMA3B	NRP1	ramilowski_known	ramilowski	L	R
SEMA3C	NRP2	ramilowski_known	ramilowski	L	R
SEMA3E	PLXND1	ramilowski_known	ramilowski	L	R
SEMA3F	NRP2	ramilowski_known	ramilowski	L	R
SEMA3F	PLXNA3	ramilowski_known	ramilowski	L	R
SEMA4D	MET	ramilowski_known	ramilowski	L	R
SEMA4D	PLXNB1	ramilowski_known	ramilowski	L	R
SEMA4D	PLXNB2	ramilowski_known	ramilowski	L	R
SEMA5A	MET	ramilowski_known	ramilowski	L	R
SEMA5A	PLXNB3	ramilowski_known	ramilowski	L	R
SEMA6D	KDR	ramilowski_known	ramilowski	L	R
SEMA6D	PLXNA1	ramilowski_known	ramilowski	L	R
SEMA7A	PLXNC1	ramilowski_known	ramilowski	L	R
SERPINA1	LRP1	ramilowski_known	ramilowski	L	R
SERPINC1	LRP1	ramilowski_known	ramilowski	L	R
SERPINE1	LRP1	ramilowski_known	ramilowski	L	R
SERPINE2	LRP1	ramilowski_known	ramilowski	L	R
SERPING1	LRP1	ramilowski_known	ramilowski	L	R
SHH	BOC	ramilowski_known	ramilowski	L	R
SHH	CDON	ramilowski_known	ramilowski	L	R
SHH	HHIP	ramilowski_known	ramilowski	L	R
SHH	PTCH1	ramilowski_known	ramilowski	L	R
SHH	SMO	ramilowski_known	ramilowski	L	R
SLIT1	GPC1	ramilowski_known	ramilowski	L	R
SLIT1	ROBO1	ramilowski_known	ramilowski	L	LR
SLIT1	SDC1	ramilowski_known	ramilowski	L	R
SLIT2	GPC1	ramilowski_known	ramilowski	L	R
SLIT2	ROBO1	ramilowski_known	ramilowski	L	LR
SLIT2	ROBO2	ramilowski_known	ramilowski	L	LR
SLIT2	ROBO4	ramilowski_known	ramilowski	L	R
SLIT2	SDC1	ramilowski_known	ramilowski	L	R
SOST	LRP5	ramilowski_known	ramilowski	L	R
SOST	LRP6	ramilowski_known	ramilowski	L	R
SPP1	CD44	ramilowski_known	ramilowski	L	LR
SPP1	ITGAV	ramilowski_known	ramilowski	L	LR
SST	SSTR1	ramilowski_known	ramilowski	L	R
SST	SSTR2	ramilowski_known	ramilowski	L	R
SST	SSTR3	ramilowski_known	ramilowski	L	R
SST	SSTR4	ramilowski_known	ramilowski	L	R
SST	SSTR5	ramilowski_known	ramilowski	L	R
TAC1	TACR1	ramilowski_known	ramilowski	L	R
TAC1	TACR2	ramilowski_known	ramilowski	L	R
TAC1	TACR3	ramilowski_known	ramilowski	L	R
TAC3	TACR1	ramilowski_known	ramilowski	L	R
TAC3	TACR2	ramilowski_known	ramilowski	L	R
TAC3	TACR3	ramilowski_known	ramilowski	L	R
TAC4	TACR1	ramilowski_known	ramilowski	L	R
TAC4	TACR3	ramilowski_known	ramilowski	L	R
TDGF1	ACVR2A	ramilowski_known	ramilowski	LR	R
TFPI	LRP1	ramilowski_known	ramilowski	L	R
TFPI	VLDLR	ramilowski_known	ramilowski	L	R
TF	TFRC	ramilowski_known	ramilowski	L	R
TGFA	EGFR	ramilowski_known	ramilowski	L	R
TGFB1	ACVRL1	ramilowski_known	ramilowski	L	R
TGFB1	TGFBR1	ramilowski_known	ramilowski	L	R
TGFB1	TGFBR2	ramilowski_known	ramilowski	L	R
TGFB1	TGFBR3	ramilowski_known	ramilowski	L	R
TGFB2	TGFBR1	ramilowski_known	ramilowski	L	R
TGFB2	TGFBR2	ramilowski_known	ramilowski	L	R
TGFB2	TGFBR3	ramilowski_known	ramilowski	L	R
TGFB3	ACVRL1	ramilowski_known	ramilowski	L	R
TGFB3	TGFBR1	ramilowski_known	ramilowski	L	R
TGFB3	TGFBR2	ramilowski_known	ramilowski	L	R
TGFB3	TGFBR3	ramilowski_known	ramilowski	L	R
THBS1	CD36	ramilowski_known	ramilowski	L	R
THBS1	CD47	ramilowski_known	ramilowski	L	LR
THBS1	SDC1	ramilowski_known	ramilowski	L	R
THBS2	CD47	ramilowski_known	ramilowski	L	LR
THPO	MPL	ramilowski_known	ramilowski	L	R
TNFSF10	TNFRSF10A	ramilowski_known	ramilowski	L	R
TNFSF10	TNFRSF10B	ramilowski_known	ramilowski	L	R
