from	to	source	database	from_index	to_index
MLN	MLNR	NATMI	NATMI	L	R
MMP1	ITGA2	NATMI	NATMI	L	R
MMP12	PLAUR	NATMI	NATMI	L	R
MMP13	LRP1	NATMI	NATMI	L	R
MMP2	SDC2	NATMI	NATMI	L	LR
MMP7	CD151	NATMI	NATMI	L	R
MMP7	CD44	NATMI	NATMI	L	LR
MMP7	ERBB4	NATMI	NATMI	L	R
MMP9	CD44	NATMI	NATMI	L	LR
MMP9	EPHB2	NATMI	NATMI	L	R
MMP9	LRP1	NATMI	NATMI	L	R
MMRN2	CD248	NATMI	NATMI	L	R
MMRN2	CD93	NATMI	NATMI	L	R
MMRN2	CLEC14A	NATMI	NATMI	L	R
MRC1	PTPRC	NATMI	NATMI	LR	LR
MSMP	CCR2	NATMI	NATMI	L	R
MST1	MST1R	NATMI	NATMI	L	R
MSTN	ACVR2B	NATMI	NATMI	L	R
MUC1	SIGLEC9	NATMI	NATMI	LR	R
MUC2	AGR2	NATMI	NATMI	L	R
MUC7	SELL	NATMI	NATMI	L	R
MYL9	CD69	NATMI	NATMI	L	R
MYOC	FZD1	NATMI	NATMI	L	R
MYOC	FZD10	NATMI	NATMI	L	R
MYOC	FZD3	NATMI	NATMI	L	R
MYOC	FZD4	NATMI	NATMI	L	R
MYOC	FZD7	NATMI	NATMI	L	R
NAMPT	INSR	NATMI	NATMI	L	R
NCAM1	FGFR1	NATMI	NATMI	LR	R
NCAM1	GFRA1	NATMI	NATMI	LR	R
NCAM1	PTPRZ1	NATMI	NATMI	LR	LR
NCAM1	ROBO1	NATMI	NATMI	LR	LR
NCAM1	ROBO3	NATMI	NATMI	LR	R
NCR3LG1	NCR3	NATMI	NATMI	L	R
NDP	FZD4	NATMI	NATMI	L	R
NDP	LGR4	NATMI	NATMI	L	R
NECTIN1	CADM3	NATMI	NATMI	LR	LR
NECTIN1	CD96	NATMI	NATMI	LR	LR
NECTIN1	NECTIN1	NATMI	NATMI	LR	LR
NECTIN1	NECTIN3	NATMI	NATMI	LR	LR
NECTIN1	NECTIN4	NATMI	NATMI	LR	LR
NECTIN2	CD226	NATMI	NATMI	LR	LR
NECTIN2	CD96	NATMI	NATMI	LR	LR
NECTIN2	NECTIN2	NATMI	NATMI	LR	LR
NECTIN2	NECTIN3	NATMI	NATMI	LR	LR
NECTIN2	PVRIG	NATMI	NATMI	LR	R
NECTIN2	TIGIT	NATMI	NATMI	LR	LR
NECTIN3	CADM1	NATMI	NATMI	LR	LR
NECTIN3	CADM3	NATMI	NATMI	LR	LR
NECTIN3	NECTIN2	NATMI	NATMI	LR	LR
NECTIN3	NECTIN3	NATMI	NATMI	LR	LR
NECTIN3	PVR	NATMI	NATMI	LR	LR
NECTIN4	NECTIN4	NATMI	NATMI	LR	LR
NECTIN4	TIGIT	NATMI	NATMI	LR	LR
NELL2	ROBO3	NATMI	NATMI	L	R
NGF	NGFR	NATMI	NATMI	L	R
NGF	NTRK1	NATMI	NATMI	L	R
NGF	SORCS3	NATMI	NATMI	L	R
NGF	SORT1	NATMI	NATMI	L	R
NID1	COL13A1	NATMI	NATMI	L	R
NID1	ITGAV	NATMI	NATMI	L	LR
NID1	ITGB3	NATMI	NATMI	L	R
NID1	PTPRF	NATMI	NATMI	L	R
NID2	COL13A1	NATMI	NATMI	L	R
NLGN1	NRXN1	NATMI	NATMI	L	R
NLGN1	NRXN2	NATMI	NATMI	L	R
NLGN1	NRXN3	NATMI	NATMI	L	R
NLGN2	NRXN1	NATMI	NATMI	L	R
NLGN2	NRXN2	NATMI	NATMI	L	R
NLGN2	NRXN3	NATMI	NATMI	L	R
NLGN3	NRXN1	NATMI	NATMI	L	R
NLGN3	NRXN2	NATMI	NATMI	L	R
NLGN3	NRXN3	NATMI	NATMI	L	R
NLGN4X	NRXN1	NATMI	NATMI	L	R
NMB	BRS3	NATMI	NATMI	L	R
NMB	GRPR	NATMI	NATMI	L	R
NMB	NMBR	NATMI	NATMI	L	R
NMS	NMUR1	NATMI	NATMI	L	R
NMS	NMUR2	NATMI	NATMI	L	R
NMU	NMUR1	NATMI	NATMI	L	R
NMU	NMUR2	NATMI	NATMI	L	R
NODAL	ACVR1B	NATMI	NATMI	L	R
NODAL	ACVR1C	NATMI	NATMI	L	R
NODAL	ACVR2A	NATMI	NATMI	L	R
NODAL	ACVR2B	NATMI	NATMI	L	R
NODAL	CFC1	NATMI	NATMI	L	LR
NODAL	TDGF1	NATMI	NATMI	L	LR
NPB	NPBWR1	NATMI	NATMI	L	R
NPB	NPBWR2	NATMI	NATMI	L	R
NPFF	NPFFR1	NATMI	NATMI	L	R
NPFF	NPFFR2	NATMI	NATMI	L	R
NPNT	ITGA8	NATMI	NATMI	L	R
NPNT	ITGB1	NATMI	NATMI	L	R
NPPA	NPR1	NATMI	NATMI	L	R
NPPA	NPR2	NATMI	NATMI	L	R
NPPA	NPR3	NATMI	NATMI	L	R
NPPB	NPR1	NATMI	NATMI	L	R
NPPB	NPR2	NATMI	NATMI	L	R
NPPB	NPR3	NATMI	NATMI	L	R
NPPC	NPR2	NATMI	NATMI	L	R
NPPC	NPR3	NATMI	NATMI	L	R
NPS	NPSR1	NATMI	NATMI	L	R
NPVF	NPFFR1	NATMI	NATMI	L	R
NPVF	NPFFR2	NATMI	NATMI	L	R
NPW	NPBWR1	NATMI	NATMI	L	R
NPW	NPBWR2	NATMI	NATMI	L	R
NPY	FAP	NATMI	NATMI	L	R
NPY	NPFFR2	NATMI	NATMI	L	R
NPY	NPY1R	NATMI	NATMI	L	R
NPY	NPY2R	NATMI	NATMI	L	R
NPY	NPY4R	NATMI	NATMI	L	R
NPY	NPY5R	NATMI	NATMI	L	R
NPY	PRLHR	NATMI	NATMI	L	R
NRG1	ERBB2	NATMI	NATMI	L	R
NRG1	ERBB3	NATMI	NATMI	L	R
NRG1	ERBB4	NATMI	NATMI	L	R
NRG2	ERBB3	NATMI	NATMI	L	R
NRG2	ERBB4	NATMI	NATMI	L	R
NRG3	ERBB4	NATMI	NATMI	L	R
NRG4	ERBB4	NATMI	NATMI	L	R
NRTN	GFRA1	NATMI	NATMI	L	R
NRTN	GFRA2	NATMI	NATMI	L	R
NRTN	RET	NATMI	NATMI	L	R
NTF3	NGFR	NATMI	NATMI	L	R
NTF3	NTRK1	NATMI	NATMI	L	R
NTF3	NTRK2	NATMI	NATMI	L	R
NTF3	NTRK3	NATMI	NATMI	L	LR
NTF4	BEX3	NATMI	NATMI	L	R
NTF4	NGFR	NATMI	NATMI	L	R
NTF4	NTRK1	NATMI	NATMI	L	R
NTF4	NTRK2	NATMI	NATMI	L	R
NTN1	ADORA2B	NATMI	NATMI	L	R
NTN1	DCC	NATMI	NATMI	L	R
NTN1	MCAM	NATMI	NATMI	L	LR
NTN1	NEO1	NATMI	NATMI	L	R
NTN1	UNC5A	NATMI	NATMI	L	R
NTN1	UNC5B	NATMI	NATMI	L	R
NTN1	UNC5C	NATMI	NATMI	L	R
NTN1	UNC5D	NATMI	NATMI	L	R
NTN3	CDON	NATMI	NATMI	L	R
NTN3	NEO1	NATMI	NATMI	L	R
NTN4	DCC	NATMI	NATMI	L	R
NTN4	UNC5A	NATMI	NATMI	L	R
NTNG1	LRRC4C	NATMI	NATMI	L	R
NTNG2	LRRC4	NATMI	NATMI	L	R
NTRK3	PTPRD	NATMI	NATMI	LR	R
NTRK3	PTPRF	NATMI	NATMI	LR	R
NTRK3	PTPRS	NATMI	NATMI	LR	R
NTS	NTSR1	NATMI	NATMI	L	R
NTS	NTSR2	NATMI	NATMI	L	R
NTS	SORT1	NATMI	NATMI	L	R
NXPH1	NRXN1	NATMI	NATMI	L	R
NXPH1	NRXN2	NATMI	NATMI	L	R
NXPH1	NRXN3	NATMI	NATMI	L	R
NXPH2	NRXN1	NATMI	NATMI	L	R
NXPH3	NRXN1	NATMI	NATMI	L	R
NXPH3	NRXN2	NATMI	NATMI	L	R
NXPH3	NRXN3	NATMI	NATMI	L	R
OMG	LINGO1	NATMI	NATMI	L	R
OMG	RTN4R	NATMI	NATMI	L	R
OMG	RTN4RL1	NATMI	NATMI	L	R
OMG	TNFRSF1B	NATMI	NATMI	L	R
ORM1	CCR5	NATMI	NATMI	L	R
OSM	IL6ST	NATMI	NATMI	L	R
OSM	LIFR	NATMI	NATMI	L	R
OSM	OSMR	NATMI	NATMI	L	R
OSTN	NPR3	NATMI	NATMI	L	R
OXT	AVPR1A	NATMI	NATMI	L	R
OXT	AVPR1B	NATMI	NATMI	L	R
OXT	AVPR2	NATMI	NATMI	L	R
OXT	OXTR	NATMI	NATMI	L	R
PCNA	NCR2	NATMI	NATMI	L	R
PCSK9	VLDLR	NATMI	NATMI	L	R
PDCD1LG2	PDCD1	NATMI	NATMI	L	R
PDCD1LG2	RGMB	NATMI	NATMI	L	LR
PDGFA	PDGFRA	NATMI	NATMI	L	R
PDGFB	ART1	NATMI	NATMI	L	R
PDGFB	LRP1	NATMI	NATMI	L	R
PDGFB	PDGFRA	NATMI	NATMI	L	R
PDGFB	PDGFRB	NATMI	NATMI	L	R
PDGFC	PDGFRA	NATMI	NATMI	L	R
PDGFC	PDGFRB	NATMI	NATMI	L	R
PDGFD	PDGFRB	NATMI	NATMI	L	R
PDPN	CLEC1B	NATMI	NATMI	L	R
PDYN	OPRD1	NATMI	NATMI	L	R
PDYN	OPRK1	NATMI	NATMI	L	R
PDYN	OPRM1	NATMI	NATMI	L	R
PECAM1	CD38	NATMI	NATMI	LR	LR
PENK	MRGPRX1	NATMI	NATMI	L	R
PENK	OGFR	NATMI	NATMI	L	R
PENK	OPRD1	NATMI	NATMI	L	R
PENK	OPRM1	NATMI	NATMI	L	R
PF4	CXCR3	NATMI	NATMI	L	R
PF4	FGFR2	NATMI	NATMI	L	R
PF4	LDLR	NATMI	NATMI	L	R
PF4	PROCR	NATMI	NATMI	L	R
PF4	SDC2	NATMI	NATMI	L	LR
PF4	THBD	NATMI	NATMI	L	R
PF4V1	CXCR3	NATMI	NATMI	L	R
PGF	FLT1	NATMI	NATMI	L	R
PGF	NRP1	NATMI	NATMI	L	R
PGF	NRP2	NATMI	NATMI	L	R
PGLYRP1	TREM1	NATMI	NATMI	LR	R
PIP	CD4	NATMI	NATMI	L	R
PLA2G10	PLA2R1	NATMI	NATMI	L	R
PLA2G2A	ITGA4	NATMI	NATMI	L	R
PLA2G2A	ITGA5	NATMI	NATMI	L	R
PLA2G2A	ITGAV	NATMI	NATMI	L	LR
PLA2G2A	ITGB1	NATMI	NATMI	L	R
PLA2G2A	ITGB3	NATMI	NATMI	L	R
PLAT	LRP1	NATMI	NATMI	L	R
PLAU	IGF2R	NATMI	NATMI	L	R
PLAU	LRP1	NATMI	NATMI	L	R
PLAU	LRP2	NATMI	NATMI	L	R
PLAU	PLAUR	NATMI	NATMI	L	R
PLAU	ST14	NATMI	NATMI	L	R
PLG	F2R	NATMI	NATMI	LR	R
PLG	F2RL1	NATMI	NATMI	LR	R
PLG	F3	NATMI	NATMI	LR	R
PLG	ITGA9	NATMI	NATMI	LR	R
PLG	ITGB1	NATMI	NATMI	LR	R
PLG	PLGRKT	NATMI	NATMI	LR	R
PLTP	ABCA1	NATMI	NATMI	L	R
PMCH	MCHR1	NATMI	NATMI	L	R
PMCH	MCHR2	NATMI	NATMI	L	R
PNOC	OPRL1	NATMI	NATMI	L	R
PODXL	SELL	NATMI	NATMI	L	R
PODXL2	SELL	NATMI	NATMI	L	R
POMC	MC1R	NATMI	NATMI	L	R
POMC	MC2R	NATMI	NATMI	L	R
POMC	MC3R	NATMI	NATMI	L	R
POMC	MC4R	NATMI	NATMI	L	R
POMC	MC5R	NATMI	NATMI	L	R
POMC	OPRD1	NATMI	NATMI	L	R
POMC	OPRK1	NATMI	NATMI	L	R
POMC	OPRM1	NATMI	NATMI	L	R
POSTN	PTK7	NATMI	NATMI	L	R
PPBP	CXCR1	NATMI	NATMI	L	R
PPBP	CXCR2	NATMI	NATMI	L	R
PPY	NPY4R	NATMI	NATMI	L	R
PPY	NPY5R	NATMI	NATMI	L	R
PRG4	TLR2	NATMI	NATMI	L	R
PRG4	TLR4	NATMI	NATMI	L	R
PRL	PRLR	NATMI	NATMI	L	R
PRLH	PRLHR	NATMI	NATMI	L	R
PRND	RPSA	NATMI	NATMI	L	R
PROC	PROCR	NATMI	NATMI	L	R
PROC	TEK	NATMI	NATMI	L	R
PROC	THBD	NATMI	NATMI	L	R
PROK1	PROKR1	NATMI	NATMI	L	R
PROK1	PROKR2	NATMI	NATMI	L	R
PROK2	PROKR1	NATMI	NATMI	L	R
PROK2	PROKR2	NATMI	NATMI	L	R
PROS1	AXL	NATMI	NATMI	L	R
PROS1	MERTK	NATMI	NATMI	L	R
PROS1	TYRO3	NATMI	NATMI	L	R
PSAP	CD1B	NATMI	NATMI	L	R
PSAP	GPR37	NATMI	NATMI	L	R
PSAP	GPR37L1	NATMI	NATMI	L	R
PSAP	LRP1	NATMI	NATMI	L	R
PSEN1	NCSTN	NATMI	NATMI	L	R
PSEN1	NOTCH1	NATMI	NATMI	L	R
PSEN1	NOTCH2	NATMI	NATMI	L	R
PSEN1	NOTCH3	NATMI	NATMI	L	R
PSEN1	NOTCH4	NATMI	NATMI	L	R
PSPN	GFRA1	NATMI	NATMI	L	R
PSPN	GFRA4	NATMI	NATMI	L	R
PSPN	RET	NATMI	NATMI	L	R
PTDSS1	JMJD6	NATMI	NATMI	L	R
PTDSS1	SCARB1	NATMI	NATMI	L	R
PTGS2	CAV1	NATMI	NATMI	L	R
PTGS2	PTGDR2	NATMI	NATMI	L	R
PTH	PTH1R	NATMI	NATMI	L	R
PTH	PTH2R	NATMI	NATMI	L	R
PTH2	PTH1R	NATMI	NATMI	L	R
PTH2	PTH2R	NATMI	NATMI	L	R
PTHLH	PTH1R	NATMI	NATMI	L	R
PTHLH	PTH2R	NATMI	NATMI	L	R
PTMA	VIPR1	NATMI	NATMI	L	R
PTN	ALK	NATMI	NATMI	L	R
PTN	PLXNB2	NATMI	NATMI	L	R
PTN	PTPRB	NATMI	NATMI	L	R
PTN	PTPRS	NATMI	NATMI	L	R
PTN	PTPRZ1	NATMI	NATMI	L	LR
PTN	SDC3	NATMI	NATMI	L	R
PTPRC	CD22	NATMI	NATMI	LR	LR
PTPRC	MRC1	NATMI	NATMI	LR	LR
PTPRK	PTPRK	NATMI	NATMI	LR	LR
PTPRM	PTPRM	NATMI	NATMI	LR	LR
PTPRZ1	L1CAM	NATMI	NATMI	LR	LR
PTPRZ1	NCAM1	NATMI	NATMI	LR	LR
PVR	CD226	NATMI	NATMI	LR	LR
PVR	CD96	NATMI	NATMI	LR	LR
PVR	NECTIN3	NATMI	NATMI	LR	LR
PVR	PVRIG	NATMI	NATMI	LR	R
PVR	TIGIT	NATMI	NATMI	LR	LR
PYY	FAP	NATMI	NATMI	L	R
PYY	NPY1R	NATMI	NATMI	L	R
PYY	NPY2R	NATMI	NATMI	L	R
PYY	NPY4R	NATMI	NATMI	L	R
PYY	NPY5R	NATMI	NATMI	L	R
QRFP	P2RY14	NATMI	NATMI	L	R
QRFP	QRFPR	NATMI	NATMI	L	R
RAET1E	KLRK1	NATMI	NATMI	L	R
RAET1G	KLRK1	NATMI	NATMI	L	R
RAET1L	KLRK1	NATMI	NATMI	L	R
RARRES2	CCRL2	NATMI	NATMI	L	R
RARRES2	CMKLR1	NATMI	NATMI	L	R
RARRES2	GPR1	NATMI	NATMI	L	R
RBP3	NOTCH1	NATMI	NATMI	L	R
RBP4	STRA6	NATMI	NATMI	L	R
RELN	ITGA3	NATMI	NATMI	L	R
RELN	ITGB1	NATMI	NATMI	L	R
RELN	LRP8	NATMI	NATMI	L	R
RELN	VLDLR	NATMI	NATMI	L	R
REN	ATP6AP2	NATMI	NATMI	L	R
RGMA	NEO1	NATMI	NATMI	L	R
RGMB	NEO1	NATMI	NATMI	LR	R
RLN1	RXFP1	NATMI	NATMI	L	R
RLN1	RXFP2	NATMI	NATMI	L	R
RLN2	RXFP1	NATMI	NATMI	L	R
RLN2	RXFP2	NATMI	NATMI	L	R
RLN2	RXFP3	NATMI	NATMI	L	R
RLN3	RXFP1	NATMI	NATMI	L	R
RLN3	RXFP2	NATMI	NATMI	L	R
RLN3	RXFP3	NATMI	NATMI	L	R
RLN3	RXFP4	NATMI	NATMI	L	R
RNASE2	TLR2	NATMI	NATMI	L	R
ROBO1	ROBO1	NATMI	NATMI	LR	LR
ROBO2	ROBO2	NATMI	NATMI	LR	LR
RPH3A	NRXN1	NATMI	NATMI	L	R
RPS19	C5AR1	NATMI	NATMI	L	R
RSPO1	LGR4	NATMI	NATMI	L	R
RSPO1	LGR5	NATMI	NATMI	L	R
RSPO1	LGR6	NATMI	NATMI	L	R
RSPO1	LRP6	NATMI	NATMI	L	R
RSPO1	ZNRF3	NATMI	NATMI	L	R
RSPO2	LGR4	NATMI	NATMI	L	R
RSPO2	LGR5	NATMI	NATMI	L	R
RSPO2	LGR6	NATMI	NATMI	L	R
RSPO2	RNF43	NATMI	NATMI	L	R
RSPO2	ZNRF3	NATMI	NATMI	L	R
RSPO3	FZD8	NATMI	NATMI	L	LR
RSPO3	LGR4	NATMI	NATMI	L	R
RSPO3	LGR5	NATMI	NATMI	L	R
RSPO3	LGR6	NATMI	NATMI	L	R
RSPO3	LRP6	NATMI	NATMI	L	R
RSPO3	SDC4	NATMI	NATMI	L	R
RSPO4	LGR4	NATMI	NATMI	L	R
RSPO4	LGR5	NATMI	NATMI	L	R
RSPO4	LGR6	NATMI	NATMI	L	R
RTN4	CNTNAP1	NATMI	NATMI	L	R
RTN4	LINGO1	NATMI	NATMI	L	R
RTN4	RTN4R	NATMI	NATMI	L	R
RTN4	RTN4RL1	NATMI	NATMI	L	R
RTN4	S1PR2	NATMI	NATMI	L	R
RTN4	TNFRSF19	NATMI	NATMI	L	R
S100A8	TLR4	NATMI	NATMI	L	R
S100A9	TLR4	NATMI	NATMI	L	R
SAA1	CD36	NATMI	NATMI	L	R
SAA1	FPR2	NATMI	NATMI	L	R
SCGB1A1	LRP2	NATMI	NATMI	L	R
SCGB3A1	MARCO	NATMI	NATMI	L	R
SCGB3A2	MARCO	NATMI	NATMI	L	R
SCT	SCTR	NATMI	NATMI	L	R
SCT	VIPR1	NATMI	NATMI	L	R
SCT	VIPR2	NATMI	NATMI	L	R
SDC2	PTPRJ	NATMI	NATMI	LR	R
SECTM1	CD7	NATMI	NATMI	L	R
SELE	CD44	NATMI	NATMI	LR	LR
SELPLG	SELE	NATMI	NATMI	L	LR
SELPLG	SELL	NATMI	NATMI	L	R
SELPLG	SELP	NATMI	NATMI	L	R
SELPLG	SIGLEC5	NATMI	NATMI	L	R
SEMA3A	NRP1	NATMI	NATMI	L	R
SEMA3A	NRP2	NATMI	NATMI	L	R
SEMA3A	PLXNA1	NATMI	NATMI	L	R
SEMA3A	PLXNA2	NATMI	NATMI	L	R
SEMA3A	PLXNA4	NATMI	NATMI	L	R
SEMA3B	NRP1	NATMI	NATMI	L	R
SEMA3B	NRP2	NATMI	NATMI	L	R
SEMA3C	NRP1	NATMI	NATMI	L	R
SEMA3C	NRP2	NATMI	NATMI	L	R
SEMA3C	PLXND1	NATMI	NATMI	L	R
SEMA3D	NRP1	NATMI	NATMI	L	R
SEMA3E	PLXND1	NATMI	NATMI	L	R
SEMA3F	NRP1	NATMI	NATMI	L	R
SEMA3F	NRP2	NATMI	NATMI	L	R
SEMA3F	PLXNA3	NATMI	NATMI	L	R
SEMA3G	NRP2	NATMI	NATMI	L	R
SEMA4A	LILRB2	NATMI	NATMI	L	R
SEMA4A	PLXNB1	NATMI	NATMI	L	R
SEMA4A	PLXNB2	NATMI	NATMI	L	R
SEMA4A	PLXND1	NATMI	NATMI	L	R
SEMA4B	DCBLD2	NATMI	NATMI	L	R
SEMA4C	PLXNB2	NATMI	NATMI	L	R
SEMA4D	CD72	NATMI	NATMI	L	R
SEMA4D	ERBB2	NATMI	NATMI	L	R
SEMA4D	MET	NATMI	NATMI	L	R
SEMA4D	PLXNB1	NATMI	NATMI	L	R
SEMA4D	PLXNB2	NATMI	NATMI	L	R
SEMA4G	PLXNB2	NATMI	NATMI	L	R
SEMA5A	MET	NATMI	NATMI	L	R
SEMA5A	PLXNB3	NATMI	NATMI	L	R
SEMA6A	PLXNA2	NATMI	NATMI	L	R
SEMA6A	PLXNA4	NATMI	NATMI	L	R
SEMA6B	PLXNA2	NATMI	NATMI	L	R
SEMA6D	KDR	NATMI	NATMI	L	R
SEMA6D	PLXNA1	NATMI	NATMI	L	R
SEMA6D	TREM2	NATMI	NATMI	L	R
SEMA6D	TYROBP	NATMI	NATMI	L	R
SEMA7A	ITGA1	NATMI	NATMI	L	R
SEMA7A	ITGB1	NATMI	NATMI	L	R
SEMA7A	PLXNC1	NATMI	NATMI	L	R
SERPINA1	LRP1	NATMI	NATMI	L	R
SERPINC1	LRP1	NATMI	NATMI	L	R
SERPINC1	SDC2	NATMI	NATMI	L	LR
SERPINE1	LRP1	NATMI	NATMI	L	R
SERPINE1	LRP2	NATMI	NATMI	L	R
SERPINE2	LRP1	NATMI	NATMI	L	R
SERPINF1	PLXDC1	NATMI	NATMI	L	R
SERPINF1	PLXDC2	NATMI	NATMI	L	R
SERPING1	LRP1	NATMI	NATMI	L	R
SERPING1	SELE	NATMI	NATMI	L	LR
SERPING1	SELP	NATMI	NATMI	L	R
SERTAD1	AR	NATMI	NATMI	L	R
SFRP1	FZD2	NATMI	NATMI	L	R
SFRP1	FZD6	NATMI	NATMI	L	R
SFRP2	FZD5	NATMI	NATMI	L	R
SFTPA1	TLR2	NATMI	NATMI	L	R
SFTPA2	CD93	NATMI	NATMI	L	R
SFTPD	LAIR1	NATMI	NATMI	L	R
SFTPD	SIRPA	NATMI	NATMI	L	LR
SHANK1	ADGRL1	NATMI	NATMI	L	R
SHANK1	SSTR2	NATMI	NATMI	L	R
SHH	BOC	NATMI	NATMI	L	R
SHH	CDON	NATMI	NATMI	L	R
SHH	GAS1	NATMI	NATMI	L	R
SHH	GPC5	NATMI	NATMI	L	R
SHH	HHIP	NATMI	NATMI	L	R
SHH	LRP2	NATMI	NATMI	L	R
SHH	PTCH1	NATMI	NATMI	L	R
SHH	PTCH2	NATMI	NATMI	L	R
SHH	SMO	NATMI	NATMI	L	R
SIGLEC1	SPN	NATMI	NATMI	LR	LR
SIRPA	CD47	NATMI	NATMI	LR	LR
SIRPB2	CD47	NATMI	NATMI	L	LR
SIRPG	CD47	NATMI	NATMI	LR	LR
SLAMF1	SLAMF1	NATMI	NATMI	LR	LR
SLAMF6	SLAMF6	NATMI	NATMI	LR	LR
SLAMF7	SLAMF7	NATMI	NATMI	LR	LR
SLIT1	GPC1	NATMI	NATMI	L	R
SLIT1	ROBO1	NATMI	NATMI	L	LR
SLIT1	ROBO2	NATMI	NATMI	L	LR
SLIT1	SDC1	NATMI	NATMI	L	R
SLIT2	APP	NATMI	NATMI	L	LR
SLIT2	GPC1	NATMI	NATMI	L	R
SLIT2	ROBO1	NATMI	NATMI	L	LR
SLIT2	ROBO2	NATMI	NATMI	L	LR
SLIT2	ROBO4	NATMI	NATMI	L	R
SLIT2	SDC1	NATMI	NATMI	L	R
SLIT3	ROBO1	NATMI	NATMI	L	LR
SLIT3	ROBO2	NATMI	NATMI	L	LR
SLIT3	ROBO4	NATMI	NATMI	L	R
SLITRK1	PTPRD	NATMI	NATMI	L	R
SLITRK1	PTPRS	NATMI	NATMI	L	R
SLITRK2	PTPRD	NATMI	NATMI	L	R
SLITRK2	PTPRS	NATMI	NATMI	L	R
SLITRK3	PTPRD	NATMI	NATMI	L	R
SLITRK3	PTPRS	NATMI	NATMI	L	R
SLITRK5	PTPRD	NATMI	NATMI	L	R
SLITRK6	PTPRS	NATMI	NATMI	L	R
SLPI	PLSCR1	NATMI	NATMI	L	R
SLPI	PLSCR4	NATMI	NATMI	L	R
SLURP1	CHRNA7	NATMI	NATMI	L	R
SNCA	LAG3	NATMI	NATMI	L	R
SOST	LRP4	NATMI	NATMI	L	R
SOST	LRP5	NATMI	NATMI	L	R
SOST	LRP6	NATMI	NATMI	L	R
SOSTDC1	LRP4	NATMI	NATMI	L	R
SOSTDC1	LRP5	NATMI	NATMI	L	R
SOSTDC1	LRP6	NATMI	NATMI	L	R
SPINK1	EGFR	NATMI	NATMI	L	R
SPN	SIGLEC1	NATMI	NATMI	LR	LR
SPON1	APP	NATMI	NATMI	L	LR
SPON1	LRP8	NATMI	NATMI	L	R
SPON2	ITGA4	NATMI	NATMI	L	R
SPON2	ITGA5	NATMI	NATMI	L	R
SPON2	ITGAM	NATMI	NATMI	L	R
SPON2	ITGB1	NATMI	NATMI	L	R
SPON2	ITGB2	NATMI	NATMI	L	LR
SPP1	CD44	NATMI	NATMI	L	LR
SPP1	ITGA4	NATMI	NATMI	L	R
SPP1	ITGA9	NATMI	NATMI	L	R
SPP1	ITGAV	NATMI	NATMI	L	LR
SPP1	ITGB1	NATMI	NATMI	L	R
SPP1	ITGB3	NATMI	NATMI	L	R
SPP1	ITGB5	NATMI	NATMI	L	R
SPX	GALR2	NATMI	NATMI	L	R
SPX	GALR3	NATMI	NATMI	L	R
SST	SSTR1	NATMI	NATMI	L	R
SST	SSTR2	NATMI	NATMI	L	R
SST	SSTR3	NATMI	NATMI	L	R
SST	SSTR4	NATMI	NATMI	L	R
SST	SSTR5	NATMI	NATMI	L	R
ST6GAL1	CD22	NATMI	NATMI	L	LR
TAC1	TACR1	NATMI	NATMI	L	R
TAC1	TACR2	NATMI	NATMI	L	R
TAC1	TACR3	NATMI	NATMI	L	R
TAC3	TACR1	NATMI	NATMI	L	R
TAC3	TACR2	NATMI	NATMI	L	R
TAC3	TACR3	NATMI	NATMI	L	R
TAC4	TACR1	NATMI	NATMI	L	R
TAC4	TACR2	NATMI	NATMI	L	R
TAC4	TACR3	NATMI	NATMI	L	R
TAFA4	FPR1	NATMI	NATMI	L	R
TCN1	CD320	NATMI	NATMI	L	R
TCTN1	TMEM67	NATMI	NATMI	L	R
TDGF1	ACVR1B	NATMI	NATMI	LR	R
TDGF1	ACVR2A	NATMI	NATMI	LR	R
TF	TFR2	NATMI	NATMI	L	R
TF	TFRC	NATMI	NATMI	L	R
TFF2	CXCR4	NATMI	NATMI	L	R
TFF3	ACKR3	NATMI	NATMI	L	R
TFF3	CXCR4	NATMI	NATMI	L	R
TFPI	LRP1	NATMI	NATMI	L	R
TFPI	VLDLR	NATMI	NATMI	L	R
TG	ASGR1	NATMI	NATMI	L	R
TG	LRP2	NATMI	NATMI	L	R
TGFA	EGFR	NATMI	NATMI	L	R
TGFA	ERBB2	NATMI	NATMI	L	R
TGFA	ERBB4	NATMI	NATMI	L	R
TGFB1	ACVRL1	NATMI	NATMI	L	R
TGFB1	ENG	NATMI	NATMI	L	R
TGFB1	ITGAV	NATMI	NATMI	L	LR
TGFB1	ITGB6	NATMI	NATMI	L	R
TGFB1	ITGB8	NATMI	NATMI	L	R
TGFB1	SDC2	NATMI	NATMI	L	LR
TGFB1	TGFBR1	NATMI	NATMI	L	R
TGFB1	TGFBR2	NATMI	NATMI	L	R
TGFB1	TGFBR3	NATMI	NATMI	L	R
TGFB1	VASN	NATMI	NATMI	L	R
TGFB2	ACVR1	NATMI	NATMI	L	R
TGFB2	ENG	NATMI	NATMI	L	R
TGFB2	TGFBR1	NATMI	NATMI	L	R
TGFB2	TGFBR2	NATMI	NATMI	L	R
TGFB2	TGFBR3	NATMI	NATMI	L	R
TGFB3	ACVRL1	NATMI	NATMI	L	R
TGFB3	ENG	NATMI	NATMI	L	R
TGFB3	TGFBR1	NATMI	NATMI	L	R
TGFB3	TGFBR2	NATMI	NATMI	L	R
TGFB3	TGFBR3	NATMI	NATMI	L	R
